0.0	0.00
0.0	0.00
0.0	0.00
0.0	0.00
0.0	0.00
0.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.00
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.0	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.2	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.01
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
1.9	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.1	0.02
2.9	0.02
2.9	0.02
2.9	0.02
2.9	0.02
2.9	0.02
2.9	0.02
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
2.9	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.03
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.1	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.04
3.8	0.05
3.8	0.05
3.8	0.05
3.8	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.05
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.1	0.06
4.8	0.06
4.8	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.06
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
5.0	0.07
