0.0	0.00
0.0	0.00
0.0	0.00
0.0	0.00
19.1	0.00
31.0	0.00
32.2	0.00
34.1	0.00
34.8	0.00
40.1	0.00
47.0	0.00
52.0	0.00
55.1	0.00
59.1	0.00
61.0	0.00
62.9	0.00
67.0	0.00
71.0	0.00
72.0	0.00
73.9	0.00
76.1	0.00
77.0	0.00
77.0	0.00
78.9	0.00
83.9	0.00
86.1	0.01
91.1	0.01
92.0	0.01
98.0	0.01
98.0	0.01
99.2	0.01
99.2	0.01
100.9	0.01
101.8	0.01
102.0	0.01
102.0	0.01
104.0	0.01
104.2	0.01
104.9	0.01
105.9	0.01
108.0	0.01
109.9	0.01
110.1	0.01
111.1	0.01
117.1	0.01
119.0	0.01
120.2	0.01
120.9	0.01
123.0	0.01
124.0	0.01
124.0	0.01
125.2	0.01
130.9	0.01
131.1	0.01
133.0	0.01
134.0	0.01
134.9	0.01
135.9	0.01
139.0	0.01
145.2	0.01
145.2	0.01
149.0	0.01
150.0	0.01
150.0	0.01
150.9	0.01
151.9	0.01
152.1	0.01
152.8	0.01
154.0	0.01
155.9	0.01
156.2	0.01
156.9	0.01
157.8	0.01
158.1	0.01
162.8	0.02
165.0	0.02
166.2	0.02
169.0	0.02
169.0	0.02
170.0	0.02
172.9	0.02
173.1	0.02
173.1	0.02
175.0	0.02
176.0	0.02
178.8	0.02
179.1	0.02
180.0	0.02
181.0	0.02
181.9	0.02
181.9	0.02
185.0	0.02
186.0	0.02
195.0	0.02
197.9	0.02
199.1	0.02
202.2	0.02
204.8	0.02
206.0	0.02
207.9	0.02
209.1	0.02
212.0	0.02
212.0	0.02
213.1	0.02
213.9	0.02
216.0	0.02
221.0	0.02
223.2	0.02
224.8	0.02
226.0	0.02
226.0	0.02
231.0	0.02
233.9	0.02
234.8	0.02
235.1	0.02
237.9	0.02
237.9	0.02
239.8	0.02
242.0	0.02
242.0	0.02
244.9	0.02
248.0	0.02
248.9	0.02
250.1	0.02
251.1	0.03
252.0	0.03
255.1	0.03
256.1	0.03
258.0	0.03
268.9	0.03
269.9	0.03
270.1	0.03
272.0	0.03
273.0	0.03
274.9	0.03
279.9	0.03
281.8	0.03
284.0	0.03
286.1	0.03
288.0	0.03
288.0	0.03
289.9	0.03
292.1	0.03
292.1	0.03
293.0	0.03
293.0	0.03
294.9	0.03
296.1	0.03
296.8	0.03
298.0	0.03
298.0	0.03
298.0	0.03
298.0	0.03
299.0	0.03
299.9	0.03
299.9	0.03
300.9	0.03
301.8	0.03
301.8	0.03
302.1	0.03
306.1	0.03
307.1	0.03
309.0	0.03
309.9	0.03
310.9	0.03
311.1	0.03
312.1	0.03
314.0	0.03
315.9	0.03
316.9	0.03
317.1	0.03
318.1	0.03
320.2	0.03
320.9	0.04
321.1	0.04
322.1	0.04
325.0	0.04
326.9	0.04
327.1	0.04
327.1	0.04
327.8	0.04
328.1	0.04
329.0	0.04
330.0	0.04
330.9	0.04
331.2	0.04
331.9	0.04
332.1	0.04
332.1	0.04
333.1	0.04
333.1	0.04
334.0	0.04
335.0	0.04
336.2	0.04
336.9	0.04
336.9	0.04
337.1	0.04
337.8	0.04
337.8	0.04
338.1	0.04
338.1	0.04
338.8	0.04
339.0	0.04
339.0	0.04
340.0	0.04
340.2	0.04
341.9	0.04
342.8	0.04
343.1	0.04
343.8	0.04
344.0	0.04
345.0	0.04
345.9	0.04
345.9	0.04
345.9	0.04
346.2	0.04
347.1	0.04
348.1	0.04
348.1	0.04
348.1	0.04
348.1	0.04
349.0	0.04
350.0	0.05
351.0	0.05
351.0	0.05
351.2	0.05
352.9	0.05
352.9	0.05
353.8	0.05
353.8	0.05
355.0	0.05
355.0	0.05
356.9	0.05
356.9	0.05
357.2	0.05
357.2	0.05
357.2	0.05
357.9	0.05
357.9	0.05
358.1	0.05
358.1	0.05
358.8	0.05
359.1	0.05
359.1	0.05
360.0	0.05
360.0	0.05
360.0	0.05
360.0	0.05
361.0	0.05
361.0	0.05
361.0	0.05
361.9	0.05
362.2	0.05
362.9	0.05
362.9	0.05
363.1	0.05
363.1	0.05
363.1	0.05
364.1	0.05
364.1	0.05
366.0	0.05
366.0	0.05
366.0	0.05
366.9	0.05
366.9	0.05
368.1	0.05
369.1	0.05
369.1	0.05
370.0	0.05
370.0	0.05
370.0	0.05
371.0	0.05
371.9	0.06
371.9	0.06
371.9	0.06
371.9	0.06
372.2	0.06
372.2	0.06
372.9	0.06
373.1	0.06
373.1	0.06
373.1	0.06
373.1	0.06
373.8	0.06
373.8	0.06
374.1	0.06
374.1	0.06
374.1	0.06
374.1	0.06
375.0	0.06
376.0	0.06
376.0	0.06
376.2	0.06
376.9	0.06
376.9	0.06
377.2	0.06
378.1	0.06
378.1	0.06
378.8	0.06
378.8	0.06
379.8	0.06
379.8	0.06
380.0	0.06
380.0	0.06
381.0	0.06
381.0	0.06
381.9	0.06
381.9	0.06
382.9	0.06
382.9	0.06
383.9	0.06
384.8	0.06
385.0	0.06
386.0	0.06
386.0	0.06
386.0	0.06
386.0	0.06
387.0	0.06
387.0	0.06
387.9	0.06
388.9	0.06
388.9	0.07
388.9	0.07
389.1	0.07
389.1	0.07
390.1	0.07
391.0	0.07
391.0	0.07
391.0	0.07
391.0	0.07
392.0	0.07
393.2	0.07
393.2	0.07
395.1	0.07
397.0	0.07
397.0	0.07
397.0	0.07
397.9	0.07
397.9	0.07
398.9	0.07
398.9	0.07
398.9	0.07
399.8	0.07
399.8	0.07
401.0	0.07
401.0	0.07
401.0	0.07
402.0	0.07
402.0	0.07
402.0	0.07
402.9	0.07
402.9	0.07
403.2	0.07
403.2	0.07
403.9	0.07
404.1	0.07
405.1	0.07
406.0	0.07
